"Date","League","Type","A.Mother.s.Parting.Gift","Abandoned.Wealth","Anarchy.s.Price","Assassin.s.Favour","Audacity","Birth.of.the.Three","Blind.Venture","Boundless.Realms","Bowyer.s.Dream","Cartographer.s.Delight","Chaotic.Disposition","Coveted.Possession","Death","Destined.to.Crumble","Dialla.s.Subjugation","Doedre.s.Madness","Dying.Anguish","Earth.Drinker","Emperor.s.Luck","Emperor.of.Purity","Gemcutter.s.Promise","Gift.of.the.Gemling.Queen","Glimmer.of.Hope","Grave.Knowledge","Her.Mask","Heterochromia","Hope","House.of.Mirrors","Hubris","Humility","Hunter.s.Resolve","Hunter.s.Reward","Jack.in.the.Box","Lantador.s.Lost.Love","Last.Hope","Light.and.Truth","Lost.Worlds","Loyalty","Lucky.Connections","Lucky.Deck","Lysah.s.Respite","Mawr.Blaidd","Merciless.Armament","Pride.Before.the.Fall","Prosperity","Rain.of.Chaos","Rain.Tempter","Rats","Scholar.of.the.Seas","Shard.of.Fate","The.Aesthete","The.Arena.Champion","The.Artist","The.Avenger","The.Battle.Born","The.Betrayal","The.Body","The.Brittle.Emperor","The.Calling","The.Carrion.Crow","The.Cartographer","The.Cataclysm","The.Catalyst","The.Celestial.Justicar","The.Chains.that.Bind","The.Conduit","The.Cursed.King","The.Dapper.Prodigy","The.Dark.Mage","The.Demoness","The.Doctor","The.Doppelganger","The.Dragon","The.Dragon.s.Heart","The.Drunken.Aristocrat","The.Encroaching.Darkness","The.Endurance","The.Enlightened","The.Ethereal","The.Explorer","The.Feast","The.Fiend","The.Fletcher","The.Flora.s.Gift","The.Formless.Sea","The.Fox","The.Gambler","The.Gemcutter","The.Gentleman","The.Gladiator","The.Harvester","The.Hermit","The.Hoarder","The.Hunger","The.Immortal","The.Incantation","The.Inoculated","The.Inventor","The.Jester","The.King.s.Blade","The.King.s.Heart","The.Last.One.Standing","The.Lich","The.Lion","The.Lord.in.Black","The.Lover","The.Lunaris.Priestess","The.Mercenary","The.Metalsmith.s.Gift","The.Oath","The.Offering","The.One.With.All","The.Pack.Leader","The.Pact","The.Penitent","The.Poet","The.Queen","The.Rabid.Rhoa","The.Risk","The.Road.to.Power","The.Scarred.Meadow","The.Scavenger","The.Scholar","The.Sephirot","The.Sigil","The.Siren","The.Soul","The.Spoiled.Prince","The.Stormcaller","The.Summoner","The.Sun","The.Surgeon","The.Surveyor","The.Survivalist","The.Thaumaturgist","The.Throne","The.Tower","The.Traitor","The.Trial","The.Twins","The.Tyrant","The.Union","The.Valkyrie","The.Vast","The.Visionary","The.Void","The.Warden","The.Warlord","The.Watcher","The.Web","The.Wind","The.Wolf","The.Wolf.s.Shadow","The.Wrath","Three.Faces.in.the.Dark","Thunderous.Skies","Time.Lost.Relic","Tranquillity","Treasure.Hunter","Turn.the.Other.Cheek","Vinia.s.Token","Volatile.Power","Wealth.and.Power","Atziri.s.Arsenal","Beauty.Through.Death","Blessing.of.God","Boon.of.the.First.Ones","Call.to.the.First.Ones","Forbidden.Power","Harmony.of.Souls","Immortal.Resolve","Left.to.Fate","Lingering.Remnants","Might.is.Right","Mitts","No.Traces","Perfection","Rebirth","Struck.by.Lightning","The.Admirer","The.Army.of.Blood","The.Beast","The.Blazing.Fire","The.Breach","The.Cacophony","The.Celestial.Stone","The.Coming.Storm","The.Darkest.Dream","The.Deceiver","The.Dreamer","The.Dreamland","The.Endless.Darkness","The.Eye.of.the.Dragon","The.Fathomless.Depths","The.Forsaken","The.Garish.Power","The.Hale.Heart","The.Innocent","The.Insatiable","The.Iron.Bard","The.Jeweller.s.Boon","The.Master","The.Mayor","The.Obscured","The.Opulent","The.Polymath","The.Porcupine","The.Price.of.Protection","The.Professor","The.Puzzle","The.Realm","The.Rite.of.Elements","The.Ruthless.Ceinture","The.Saint.s.Treasure","The.Samurai.s.Eye","The.Spark.and.the.Flame","The.Standoff","The.Sword.King.s.Salute","The.Twilight.Moon","The.Undaunted","The.Undisputed","The.Valley.of.Steel.Boxes","The.Wilted.Rose","The.Witch","The.Wolven.King.s.Bite","The.Wolverine","The.World.Eater","The.Wretched","Three.Voices","A.Dab.of.Ink","The.Master.Artisan","The.Nurse","The.Sacrifice","Alone.in.the.Darkness","Arrogance.of.the.Vaal","Boon.of.Justice","Dark.Temptation","Monochrome","Sambodhi.s.Vow","Seven.Years.Bad.Luck","The.Golden.Era","The.Journey","The.Landing","The.Life.Thief","The.Lord.of.Celebration","The.Mad.King","The.Messenger","The.Seeker","Alluring.Bounty","Buried.Treasure","Burning.Blood","Dark.Dreams","Demigod.s.Wager","Echoes.of.Love","Imperial.Legacy","Pride.of.the.First.Ones","The.Archmage.s.Right.Hand","The.Deep.Ones","The.Fool","The.Primordial","Thirst.for.Knowledge","Vanity","Akil.s.Prophecy","Azyran.s.Reward","More.is.Never.Enough","Nook.s.Crown","Remembrance","The.Bargain","The.Damned","The.Deal","The.Demon","The.Eye.of.Terror","The.Heroic.Shot","The.Mountain","The.Old.Man","The.Price.of.Loyalty","The.Side.Quest","The.Skeleton","The.Wolf.s.Legacy","Vile.Power","Void.of.the.Elements","Baited.Expectations","Cameria.s.Cut","Deathly.Designs","Divine.Justice","Etched.in.Blood","Friendship","Squandered.Prosperity","Succor.of.the.Sinless","The.Bones","The.Chosen","The.Craving","The.Escape","The.Fishmonger","Underground.Forest","NA."
2017-10-09,"Standard","DivinationCard",1,61.47725,0.45804,0.47647,1.78333,0.90333,1.06706,0.98549,13.12059,0.45392,153.28725,1.04627,0.83353,0.74745,1.23333,0.83059,0.98667,1.06118,1,2.58843,1.68039,0.79647,3.64686,8.44588,0.56314,14.42843,1.48,1982.26588,0.99333,2,0.95235,137.43765,2.04118,0.66059,28.64647,0.86902,1.70176,1,1.8249,3.99549,1.39373,215.5451,2.73451,26.51294,0.73922,0.83431,0.45784,0.95137,1.5751,0.54765,1.93059,1,22.32059,1.45059,1,0.95745,2,12.75569,1,0.45784,4.14706,1,1.0098,16.64373,2.98627,3.68627,5.84216,6.23373,3.19686,1.67941,986.37784,2.26961,1,19.90333,1,1,0.92569,7.24725,5.03118,1.39039,0.87,660.75529,4,0.4302,4.42,1,1,0.91667,1,0.91569,2.01137,0.61667,8.07412,14.35137,168.66686,0.45118,0.91529,1.60765,17.84843,0.30412,25.22353,25.5251,0.79275,0.82608,5.39216,0.56294,0.45784,0.95353,0.48608,0.49627,5.46235,1.7098,0.49765,2.71333,1,0.86686,221.06471,1,3.0449,3.31,0.87941,1,0.95275,11.05686,0.43804,6.8802,2,4.09667,1.02333,1,1.39137,1.01569,1,14.12882,26.19725,1.01824,0.89353,1,1,1.48157,9.99059,5.69961,14.52765,149.22882,0.55765,10,1,4.77196,0.79745,0.80784,3.39882,16.03,0.92529,1.62118,0.94941,0.68333,7.77275,1.16392,0.96745,0.53804,3,1,50,1.90725,0,0,0,0.93471,0,0,0,0,2,0.98529,0.98725,0,0,0,0.96471,0,0,0,0,0,0,0,0.97843,0,0,0,0,0,0,0,1.48039,0.98451,0,0,0,0,0,0,0,0,1.48529,15.64686,5.42588,0,0,0,0,0,0,19.22686,0,253.88765,21.52784,0,0,0,0,3.37176,0,0,12.85549,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-10,"Standard","DivinationCard",0.9932,62.239,0.478,0.4512,1,0.8772,1,0.9976,12.65,0.4624,217.8968,1,0.8754,0.9988,1.5388,0.979,1,1.4206,1,2.854,1.326,0.7324,1.66,1.5528,0.9076,14.699,1.5818,1961.0712,0.9974,2,1,142.3628,2.2934,0.8812,28.036,0.8112,1,1,1.2774,3.9732,1.7326,213.7574,2.86,26.7184,0.8566,0.7192,0.6402,0.9908,1,0.4674,1.953,1,22.3616,1.6672,1,1,2,15.239,1,0.4512,4.39,1,1,17.092,2.8212,2.4744,5.8182,6.2088,3.0036,1.6156,978.1736,1.74,1,24.2506,1,1,1,7.6892,5,0.999,0.9896,681.32,4,0.442,4.3064,1,1,1,1,0.9082,1.9208,0.7868,8.3508,13.9368,182.9442,0.5116,0.9254,1.1192,15.264,0.3242,25,24.8596,0.8356,1.0112,0.9376,0.943,0.4512,0.9658,0.5,0.5592,5.0432,1.0054,0.48,1.0456,1.044,0.8198,221.9358,1,3.0092,3.5786,0.5486,1,0.9144,12.6146,0.4412,0.6688,1.992,1.868,1.1968,1,1,1,1,17.12,24.7254,1,0.9952,1,1,0.9858,11.627,2.7032,16.2702,147.6356,0.5582,10.4474,1,4.84,0.8358,0.9756,2.769,17.3698,0.4272,1,0.9416,0.8634,6.7382,1,0.9128,0.6018,3,1,36.2108,1.8102,0,0,0,1,0,0,0,0,2,0.972,1.204,0,0,0,0.8562,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.4782,1,0,0,0,0,0,0,0,0,8.6042,15.2948,5.4498,0,0,0,0,0,0,19.7172,0,350.4522,19.6754,0,0,0,0,3.045,0,0,13.2316,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-11,"Standard","DivinationCard",1,62.9702,0.46157,0.46078,1,0.75627,1,1.00078,13.27235,0.45078,217.39059,1,0.70471,0.9998,1.13706,0.99549,0.98098,1.84569,1,2.98118,2,0.71784,1.66,7.41667,0.66314,13.61941,1.04549,1952.87294,0.99118,2,0.9998,170.3202,2.32333,1,28.10157,0.67725,1.68137,1,1.25451,3.88843,1.88451,213.26118,2.67373,24.96451,0.91961,0.46137,0.76235,1,1.00314,0.57059,1.43196,1,22.45765,0.98412,1,1,2,14.80784,1.28,0.46078,3.52314,1,1,18.29961,2.99882,2.44137,5.37137,5.93882,3,2.64039,966.93922,1.64549,1,30.98039,1,1,1,7.96078,6.0551,1.00647,1,758.99941,4,0.41314,3.30157,1,1,1,1,0.92431,1.90765,0.61725,8.98765,12.94863,188.24902,0.51098,0.9498,1.08373,12.53843,0.41275,27.08706,25.25882,0.66235,1.82667,0.90549,1.18294,0.46078,0.96863,0.76569,0.66176,3.60784,1.24902,0.46608,1,1.18765,0.83961,218.88647,1,3.40843,3.89,0.61098,1,0.91412,13.23333,0.45765,0.67118,1.91902,2.00804,1.25549,1,1,1,1,15.07059,27.18,1,0.96451,1,1,1.00902,4.41,2.20098,15.06412,140.4602,0.57706,10.03569,0.99902,4.98588,1.08549,0.99941,3.40059,17.75765,0.43314,1,1,0.71255,4.40765,1,0.93392,0.62902,3,1,32.48451,1.68882,0,0,0,1,0,0,0,0,1.99961,0.97333,1.37196,0,0,0,0.64627,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.48078,1,0,0,0,0,0,0,0,0,0.98294,14.45706,4.76176,0,0,0,0,0,0,19.66137,0,308.00725,22.46373,0,0,0,0,3.46549,0,0,12.52843,1,0,2.81078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-12,"Standard","DivinationCard",0.91549,60.84549,0.45392,0.51922,1,0.63627,1,0.98667,19.94588,0.4298,198.84302,1,0.76216,0.99843,1,1,0.99941,1.85,1,3,1.08824,0.64725,1.66,6.64608,0.54686,15.43961,1,0,1,2,1,219.74745,2.99784,1,28.54863,0.60451,2,1,1.08725,4.03333,1.52667,199.35471,2.36,25.68235,0.90784,0.45392,0.71078,1,1.10569,0.91941,1.27686,1,22.51118,0.99471,1,1,2,14.50078,1.81569,0.45392,3.41235,1,1,18.85745,3,2.05176,5.6502,6.34667,3,8.35843,955.79294,1.67118,0.99961,30.87275,1,1,1,8,5.77157,0.99294,1,752.37216,4,0.44333,3.2749,1,1,1,1,0.9198,5.33118,0.84216,9,14,188.26412,0.48373,0.95039,1.00588,7.36412,0.45392,28.75078,25.45235,0.89118,1.99902,0.82941,1,0.53,1,1,0.88549,4.69255,2.21118,0.57902,1,1.47039,1,228.24608,1,3.35137,3.73118,0.77118,1,0.95961,14.51039,0.45392,0.68098,2,2.46882,1.95843,1,1,1,1,12.29608,23.77314,1.01471,1,1,1,1.42353,5.55275,2,15.71373,114.40863,0.63706,10,0.99765,4.94431,1.94294,0.99922,2.77471,16.84353,0.43373,1,1,1.06353,4,1,0.95,0.64529,3,1,33.98,2,0,0,0,1,0,0,0,0,2,0.96373,1.87863,0,0,0,0.80725,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.80627,1,0,0,0,0,0,0,0,0,0.99902,13.37961,4,0,0,0,0,0,0,18.7598,0,118.00471,22.26353,0,0,0,0,4,0,0,13.26333,1,0,2.70373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-13,"Standard","DivinationCard",0.7976,60.7664,0.4792,0.646,1,0.5336,1,1.0098,21.8506,0.4044,54.09667,1,0.91,0.9784,1,1,1,1.8464,1,2.704,1,0.6258,1.6504,2.9084,0.4692,14.9174,1,0,1,1.9942,1,218.6064,3,1,28.8874,0.6464,2.372,1,1.0602,4.4166,1.4888,183.3014,4.472,29.5026,0.9328,0.4664,1.1872,1,1,0.7688,1,1.0672,22.58,0.9892,1,0.98,2,14.1852,1.732,0.4664,3.0616,1,1,20,2.9328,1.51,4.9988,5.9884,3,15,981.382,1.782,0.9906,29.2596,1,1,1,7.4488,5.9946,1.0366,1,745.3828,4,0.4648,3.534,1,1,1,1,0.9844,5.416,0.4664,8.882,14,186.9142,0.6334,0.9548,1,6.6332,0.4664,28.4946,26.4176,1,2,0.8064,1,0.61,1,1,1,3.4682,1.941,0.6448,1,1.558,1,227.2316,0.946,3,3.889,0.7496,1,1,13.431,0.4664,0.6656,2,3.57,1.9112,1,1,1,1,9,22.1706,1.6732,1,1,1,0.85,2.8028,2,15.0866,122.0672,0.5704,10,0.9932,4.7664,2.4772,0.998,3,16.3388,0.426,1.363,1,0.6332,4.0798,1,0.9648,0.632,3,1,35.3,2,0,0,0,1,0,0,0,0,2,0.977,1.4976,0,0,0,0.8112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.952,1,0,0,0,0,0,0,0,0,1,13.1932,4.0632,0,0,0,0,0,0,18.5592,0,243.8068,25.458,0,0,0,0,3.978,0,0,11.6684,1,0,2.412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-14,"Standard","DivinationCard",0.85471,63.67176,0.59333,0.99294,1,0.63216,1,1.05255,25.59647,0.42863,10.7561,1,0.9149,0.99078,1,1,0.99961,1.87059,1,2.93627,1.01098,0.59647,1.42294,1.84961,0.53392,14.29039,1.10941,0,1,2,1,216.3149,2.87667,1,29.07824,0.71784,3.28059,1,1.17706,4.12353,2.01039,181.37961,5.88,29.57412,0.95314,0.46843,1.88176,1,1,0.42784,1.20431,1.20706,22.70275,1.37745,1,1,2,15.02176,1.0049,0.46843,2.01078,1,1,18.75078,3,1.51,4.1102,6.62745,3,13.27059,953.85765,1.65118,0.98412,26.92314,1,1,1,6.98196,6.00588,1.06078,1,743.82373,3.88412,0.46843,2,1,1,0.99843,1,1,3.70412,0.46843,9,13.99,185.25039,0.69941,0.97529,1,5.31255,0.48255,28.67451,25.10333,0.85333,2,0.76647,1.00196,0.91098,1.15922,1,1,3.61608,2.06824,0.46843,1,2.06137,1,221.64137,0.9402,3.03314,3.35961,0.80765,1,1.16412,13.46745,0.46353,0.71196,2,3.57,1.83941,1,1,1,1.23647,8.01176,22.87627,2.37353,1,1.64333,1,0.91725,1.79961,2,14.9451,119.40627,0.56294,10.48314,1.0051,4.76843,1.58627,0.99647,3,16.12431,0.42784,1.56353,1,0.73961,6.83647,1,0.9602,0.64667,2.96529,1,35.24627,1.98902,0,0,0,1,0,0,0,0,2,1.03569,0.98647,0,0,0,0.97588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.38941,1,0,0,0,0,0,0,0,0,0.99941,12.73882,3.76275,0,0,0,0,0,0,17.9651,0,238.82314,24.67941,0,0,0,0,3.9951,0,0,12.0851,1.19333,0,2.30961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-15,"Standard","DivinationCard",0.88863,63.32431,0.5851,1,1,0.64412,1,1,28.40941,0.86647,25.55824,1,0.93216,0.97863,1,1,0.99843,2.68118,1,2.65255,1,0.59922,1.37765,0.94118,0.51059,14.06333,1.62922,0,0.99882,1.99745,1,216.10157,1.87235,1,29.36706,0.61784,5.15255,1,1,4.92431,1.19333,181.20039,5.12765,28.76137,1,0.44725,1.43725,1,1,0.57608,2,1,21.87137,1.88471,1,0.95412,2,16.63039,1,0.47098,4.11078,1,1,19.85647,3,1.20824,5.03216,5.41706,3,2.09804,926.64039,1,0.99235,28.9351,0.91412,1,1,7.20529,6.22784,0.89314,1,709.22863,3.35608,0.43137,2.18451,1,1,0.99686,1,1,4.41,0.47098,9,13.02529,164.38078,0.78196,0.72824,0.99451,5.2998,0.55059,27.63157,24.94,0.57784,2,0.74157,0.99608,0.90176,1,1,1,4,1.00039,0.47098,1,2.60922,1,216.10157,0.88176,3.45627,3.26157,0.78,1,1.31451,14.10392,0.59882,0.71176,2,3.57,1.78392,1,1,1,1.33,1.8,22.23412,3.11784,1,1,1,0.67608,3,2,15.15627,118.06529,0.75765,10.90353,0.99745,4.50667,1,0.99431,3,16.79667,0.42529,1.60137,0.97235,0.67216,6.50549,1,0.98157,0.78157,2.9298,1,34.16059,2,0,0,0,1,0,0,0,0,2,1,1.19745,0,0,0,0.93922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.30333,1,0,0,0,0,0,0,0,0,1,14.3998,4.39392,0,0,0,0,0,0,19.94314,0,223.81471,19.95098,0,0,0,0,4.30118,0,0,14.88373,1,0,2.50765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-16,"Standard","DivinationCard",1,62.6962,0.9,1,1.1722,0.818,1,1.1496,30.7872,0.948,7,1,0.9004,0.9648,1,1,1,3,1,2.9734,1,6.2744,1.8946,0.9924,0.461,14,1.6378,0,1,1.9952,1,215.686,1.5328,0.8142,28.5586,0.6198,2.1724,0.927,1.0666,8.0826,1,340.716,4.539,28.1592,1,0.4988,1.845,1,1.1254,0.7744,1.9828,1,22.4182,2,1,0.7836,1.9478,15.9682,1,0.4614,4.0294,1,0.9988,20,3,1,5.3428,5,3,1.4664,965.1972,1,1,29.1394,0.7868,1,1,7.358,6.5626,0.6898,0.9608,696.7766,3.0036,0.406,3.6284,1,1,0.778,0.9332,1,5.072,0.4614,9,13.3156,158.1922,0.726,0.6212,1,5.5972,0.6776,28.0258,25.71,0.4614,2,17.8242,1,0.9254,1,1,1,4.0032,1.017,0.5938,1.238,2.6006,1,215.686,1,3,3.4594,0.8204,1,0.9688,13.937,0.9754,1.045,2.2352,6.3316,1.9708,1,1,1,1.0726,5.0036,22.3124,3.3706,1,1,1,0.493,3,2,14.6294,91.7756,0.9672,10.0094,1,4.4298,1,1,3,16.04,0.5842,1.4972,0.9552,0.4614,6.8526,1,1,0.6808,2.9322,1,30.8082,2,0,0,0,1,0,0,0,0,2.0412,1,1,0,0,0,0.8804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.23,1,0,0,0,0,0,0,0,0,1,15,4.8516,0,0,0,0,0,0,19.8602,0,213.8786,23.3154,0,0,0,0,4.5038,0,0,14.818,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-17,"Standard","DivinationCard",1,63.29627,0.71765,0.73392,2.17647,0.80451,1,2.61333,30,0.81216,7,1,0.59882,0.57333,1,0.97725,0.96314,2.59098,1,2.35824,1,1.4551,2.24,1,0.49039,13.16392,1.46392,0,1,1.99333,1,213.0349,1.1398,0.5,28.97902,0.64196,1.15196,0.87235,1.13647,6.56784,1.41176,426.0698,4.65706,24.36039,1,0.49098,0.83804,1,1.36608,0.79431,2,1,19.0898,1.94392,1,0.82431,1.95647,15.14471,1,0.45843,3.96863,1,0.98961,20,3,1.2751,5.03569,5,3,1.24941,954.10059,1,1,27.95941,0.85647,1,1,7.11784,7.54843,0.77843,0.85314,668.21961,3,0.40529,4.06196,1,1,0.54235,0.72196,1,5.35,0.51725,8.92235,12.82196,153.61471,0.5149,0.47,1.60922,5.45569,0.54255,27.84235,25.42647,0.5,1.99863,19.06137,0.95706,0.84059,0.97902,0.80098,1,4.0051,1,0.53608,2.89941,1.92235,1,213.0349,0.78745,3,2.70294,0.78451,1,0.56824,13.01,0.98078,1,2.24,12.04314,1.98157,1,1,1,1,6.78,21.76667,2.09804,1,1,0.9751,0.51098,3.1851,2,13.95275,74.25196,1,10.23059,1,3.3502,1,0.86216,3,16.98353,0.80039,1.86255,0.99314,0.5,6.99529,1,1,0.59922,2.91804,1,32.03922,1.80725,0,0,0,1,0,0,0,0,2.21961,1,1,0,0,0,0.66451,0,0,0,0,0,0,0,0.95608,0,0,0,0,0,0,0,1.23,1,0,0,0,0,0,0,0,0,1,15.69353,4.8902,0,0,0,0,0,0,19.04765,0,214.36314,23.93784,0,0,0,0,4.49333,0,0,13.91216,1,0,2.52098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-18,"Standard","DivinationCard",0.9792,63.9042,0.6786,0.6548,1.786,0.7892,1,1.8028,31.5238,0.5448,7.021,1,0.5206,0.5238,1,0.903,0.9954,2,1,2.5794,1,1,2.24,1,43.8674,12.2094,1.9148,0,1,1.996,1,209.7396,1,0.5206,28.921,0.7834,1.0248,0.8834,1.4608,5.987,1.7904,419.4792,4.7222,24.6514,0.9872,0.5046,0.6234,1,1.4262,0.7604,2,1,17.367,1.8672,1,0.7188,1.5948,15.2014,1,0.3766,3.968,1,0.996,19.9632,3,1.4484,4.8046,5.2136,3,1,933.367,1,1,22.9844,0.8138,1.1434,0.9528,6.6422,7.1264,0.7038,0.97,663.267,3.5656,0.437,4.1568,1,14.9476,0.5206,0.8322,1,5.334,0.7744,8.9192,12.388,149.3762,0.5372,0.4526,1.5872,6.3162,0.5206,26.181,25.3288,0.5206,2,3.2602,0.9062,0.57,0.9876,0.626,1,4,1,0.5206,1.351,1.6988,1,204.7028,0.6896,3,2.664,0.8096,1,0.5206,14.1634,0.9428,1,2.2856,11.7324,1.998,1,1,1,1,6.78,21.3822,1.4692,1,1,0.883,0.5206,3.59,2,11.4894,75.681,1,9.8968,1,3,1,0.681,3.5838,16.7038,0.7732,1.6506,0.8326,0.5206,7,1,1,0.4564,2.919,1,32.02,1.3202,0,0,0,1,0,0,0,0,2.066,1,1,0,0,0,0.9212,0,0,0,0,0,0,0,0.8608,0,0,0,0,0,0,0,1.23,1,0,0,0,0,0,0,0,0,29.5344,16.0928,5.564,0,0,0,0,0,0,19.9572,0,211.9272,24.0838,0,0,0,0,4.8502,0,0,12.6482,1,0,3.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-10-19,"Standard","DivinationCard",1,63.14902,0.49078,0.46529,1.01294,1,1,1.26235,32.22608,0.50471,7.35,1,0.46529,0.50039,1,0.90804,1,1.8651,1,2.77667,1.07059,1,2.24,1,1.96412,13.83529,2,0,1,1.95157,1,206.07373,1.78078,0.46529,28.24275,0.9351,0.96451,0.84471,1.68196,6.0102,1.2649,412.14745,4.65608,25.02569,0.94647,0.46098,0.62961,1,1.70235,0.62431,2.00706,1,17.11922,1.83588,1,0.74196,1.12549,13.45333,1,0.46176,4,1.48863,0.97706,19.95196,3,2.33412,5.88255,6,3,0.83588,910.42765,1,1,24.57824,0.88,1,0.91,7.48745,7,0.74824,0.88922,618.61667,3.44549,0.40961,4.44196,1,0.81804,0.49353,0.86059,1,4.16176,0.69667,8.91765,13,146.10078,0.47647,0.36804,2,8.35902,0.46529,25.25137,25.3749,0.46529,1.9949,1.88529,1,0.56353,0.96078,0.57216,1,4,1.11216,0.46255,1,1.46353,1,202.44922,0.76765,3.11843,3.40235,0.87255,1,0.46529,14.32314,0.97804,1,2.20784,10.66118,2,0.99922,1,0.91765,1,6.78,20.79824,1.48294,1,1,0.80804,0.46824,3.59,2,12.90863,80.16,1,9.98588,1,3,1,0.82216,4.98118,17.53961,0.83804,1.78804,0.89627,0.46529,6.91275,1,1,0.24176,2.63941,1,37.37176,1.08647,0,0,0,1.00098,0,0,0,0,2.02882,0.9849,1,0,0,0,0.47137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.22137,1,0,0,0,0,0,0,0,0,1,15.69118,5.79686,0,0,0,0,0,0,18.94941,0,199.17353,29.76961,0,0,0,0,4.53216,0,0,13.90647,1,0,3.95549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
