"Date","League","Type","Andvarius","Araku.Tiki","Ascent.From.Flesh","Astramentis","Atziri.s.Foible","Auxium","Bated.Breath","Belt.of.the.Deceiver","Berek.s.Grip","Berek.s.Pass","Berek.s.Respite","Blackheart","Blightwell","Blood.of.Corruption","Bloodboil","Bloodgrip","Brinerot.Mark","Call.of.the.Brotherhood","Carnage.Heart","Daresso.s.Salute","Death.Rush","Demigod.s.Bounty","Demigod.s.Eye","Demigod.s.Presence","Doedre.s.Damning","Doryani.s.Invitation","Dream.Fragments","Dyadian.Dawn","Emberwake","Essence.Worm","Extractor.Mentis","Eye.of.Chayula","Eye.of.Innocence","Eyes.of.the.Greatwolf","Faminebind","Feastbind","Gifts.from.Above","Headhunter","Heartbound.Loop","Hinekora.s.Sight","Immortal.Flesh","Kaom.s.Sign","Kaom.s.Way","Karui.Charge","Karui.Ward","Kikazaru","Le.Heup.of.All","Lori.s.Lantern","Malachai.s.Artifice","Maligaro.s.Restraint","Marylene.s.Fallacy","Meginord.s.Girdle","Ming.s.Heart","Mokou.s.Embrace","Mutewind.Seal","Natural.Hierarchy","Ngamahu.s.Sign","Ngamahu.Tiki","Night.s.Hold","Perandus.Blazon","Perandus.Signet","Praxis","Prismweave","Pyre","Rashkaldor.s.Patience","Redblade.Band","Rigwald.s.Crest","Rigwald.s.Curse","Romira.s.Banquet","Shaper.s.Seed","Shavronne.s.Revelation","Sibyl.s.Lament","Sidhebreath","Snakepit","Soulthirst","Star.of.Wraeclast","Stone.of.Lazhwar","Sunblast","Talisman.of.the.Victor","Tasalio.s.Sign","Tear.of.Purity","The.Anvil","The.Ascetic","The.Aylardex","The.Ignomon","The.Magnate","The.Pariah","The.Retch","The.Taming","The.Warden.s.Brand","Thief.s.Torment","Timeclasp","Umbilicus.Immortalis","Ungil.s.Harmony","Valako.s.Sign","Valyrium","Ventor.s.Gamble","Victario.s.Acuity","Voideye","Voidheart","Voll.s.Devotion","Warped.Timepiece","Winterheart","Wurm.s.Molt","Angler.s.Plait","Aul.s.Uprising","Bisco.s.Collar","Bisco.s.Leash","Choir.of.the.Storm","Coward.s.Chains","Coward.s.Legacy","Cyclopean.Coil","Darkness.Enthroned","First.Piece.of.Time","Gloomfang","Gluttony","Impresence","Maligaro.s.Cruelty","Mark.of.Submission","Mark.of.the.Elder","Mark.of.the.Shaper","Perquil.s.Toe","Perseverance","Precursor.s.Emblem","Presence.of.Chayula","Ryslatha.s.Coil","Sacrificial.Heart","Second.Piece.of.Time","Soul.Tether","Stormfire","String.of.Servitude","The.Effigon","The.Flow.Untethered","The.Halcyon","The.Hungry.Loop","The.Nomad","The.Pandemonius","The.Primordial.Chain","The.Tactician","Timetwist","Voice.of.the.Storm","Winterweave","Xoph.s.Blood","Xoph.s.Heart","Yoke.of.Suffering","Zerphi.s.Heart","Ahkeli.s.Meadow","Ahkeli.s.Mountain","Ahkeli.s.Valley","Hyperboreus","Putembo.s.Meadow","Putembo.s.Mountain","Putembo.s.Valley","Solstice.Vigil","Uzaza.s.Meadow","Uzaza.s.Mountain","Uzaza.s.Valley","Vivinsect","Hyrri.s.Truth","Tavukai","Badge.of.the.Brotherhood","Circle.of.Anguish","Circle.of.Fear","Circle.of.Guilt","Circle.of.Nostalgia","Circle.of.Regret","Icefang.Orbit","Siegebreaker","The.Jinxed.Juju","Venopuncture","Astral.Projector","Fury.Valve","Leash.of.Oblation","Mother.s.Embrace","Warrior.s.Legacy","Willowgift","Hallowed.Ground","NA."
2017-07-29,"Standard","UniqueAccessory",10,0.46949,5,90.12949,0.47256,4.18718,1,0.47256,28.81769,4.51385,306.95846,0.47256,368.36821,15.76077,0.31359,9.12051,5,8,1.00821,177.95718,3.67744,2284.96462,1060.50513,59739.95692,3.01487,4.52538,1.00615,1,23.06462,9.21564,0.47256,6.32256,18.85846,0,345.39154,336.27256,66.88615,8342.84205,0.45231,9.9841,0.47256,0.47256,31.22205,8.30308,0.48,1,5.25487,0.47256,0.47256,0.89462,1,0.67821,1.13179,0.47077,1.74256,739.79769,1,16.37487,5.57436,0.47103,33.01795,1.00692,0.47205,1.01821,0.47256,2.34179,8.78308,87.34282,1,0.78692,882.03974,0.47205,0.47256,60.51333,0.58103,92.09205,0.47256,0.40795,4420.41846,12.75615,0.47256,0.99718,2.75641,0.66846,0.37179,0.47333,32.57538,732.67179,385.72,0.93769,1,0.47256,6.16615,0.47154,92.09205,1,5.42949,110.50949,48.84205,67.94256,149.29385,1,2.76846,0.46923,0,0,49.93128,1.81026,434.23641,0,0,0,0,0,0,0,0,0,0,0,0,0,5.39026,0,765.63128,32.25205,0,0,0,0,0,0,0,151.45462,0,0,240.41359,0,0,0,276.05641,0,483.3159,522.52949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-30,"Standard","UniqueAccessory",9.6775,0.47075,4.988,86.723,0.476,5.076,0.91875,0.476,30.2395,6.22775,309.94025,0.476,368.309,23.69375,0.38525,9.03725,4.57025,8.50775,0.905,182.4145,5.3155,2367.262,1203.2125,56411.61875,2.90175,1.597,1.489,0.9935,21.53575,7.63675,0.476,6.08125,19.13575,0,289.4285,351.98475,38.23125,8328.64525,0.3495,10.00725,0.476,0.476,33.657,4.793,0.454,1,5.45525,0.476,0.476,0.884,1,0.9995,1.45225,0.476,1.591,666.5465,0.959,16.437,1.2415,0.47525,34.634,1.30775,0.476,1.07875,0.476,2.556,8.699,94.89125,1,0.70425,889.10625,0.477,0.476,55.8155,0.63575,92.07725,0.476,0.476,4419.708,7.693,0.475,0.89125,2.22025,0.64775,0.45025,0.476,40,711.9665,410.2115,0.97925,1,0.476,22.533,0.476,92.07725,0.9975,2.959,123.72675,48.6065,65.14175,152.36,1,2,0.476,0,0,50.33675,1.212,365.31775,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8545,0,782.2465,26.0775,0,0,0,0,0,0,0,147.30625,0,0,194.555,0,0,0,221.45125,0,508.92525,505.68625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-07-31,"Standard","UniqueAccessory",5.55385,0.45282,3.32897,78.7959,0.47923,11.47667,0.8841,0.47923,27.38846,4.8959,244.94538,0.47923,371.2041,18.53026,0.41256,9.53846,3.70897,5.89795,0.97718,139.88487,8.53872,2100.17564,1263.97154,55262.46154,1.25564,2.06462,1.04846,0.97308,20.30077,4.01077,0.47923,5.38205,19.60462,6898.57459,268.44385,276.31231,46.76385,8321.44513,0.47923,10.00077,0.47923,0.47923,35.46385,5.78692,0.49795,1,4.95128,0.47923,0.47923,0.83641,1,1,1.67769,0.49333,1.93897,641.47308,1.10333,16.96,1,0.52205,29.09231,1.07795,0.47923,0.97769,0.5459,3.88026,7.12103,96.28436,0.99436,0.97513,779.91974,0.47769,0.47923,59.50744,0.99769,87.48513,0.47923,0.47923,4402.06359,9.47,0.47923,0.95821,1.91051,0.51231,0.47923,0.50385,39.99538,615.12923,398.30923,1.1641,1,0.47897,7.15103,0.47923,91.61769,1.04385,2.62795,103.52667,40.32154,60.44205,173.13154,1,1.74333,0.47923,0,0,48.30667,1.45846,323.75256,0,0,0,0,0,0,0,0,0,0,0,0,0,5.49462,0,770.92103,23.89179,0,0,0,0,0,0,0,101.04795,0,0,117.16359,0,0,0,271.84385,0,453.85667,499.47641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-04,"Standard","UniqueAccessory",4.52256,0.35209,2.56093,69.70744,0.38163,1.54488,1,0.35209,3.45605,2.4614,308.93721,0.48628,308.56977,13.21628,0.35233,3.59233,3,4.99233,0.80605,17.23628,4.7986,3465.7993,1356.00535,0,1.12791,1,1,1,102.7193,6.69721,0.40419,3.30581,16.41209,3008.20279,205.95814,205.9114,18.55256,8238.75558,0.35209,9.63349,0.35209,0.31558,25.78744,7.6493,0.44395,0.99279,5.13814,0.40535,0.35209,0.89907,1.00512,1,1,0.53233,1.0593,772.99256,0.99814,16.05628,1,0.35209,21.40605,1,0.36884,0.96233,0.37721,2.7707,16.70674,80,0.9986,0.68977,527.12721,0.40884,0.32349,32.80535,0.99767,62.61953,0.40326,0.35209,4086.29605,5,0.35209,0.51256,1.1793,0.76488,0.35209,0.38814,23.12721,458.44419,308.93721,1,0.95674,0.3514,1.8107,0.3507,41.79047,0.99907,6.56837,15.40233,3.9686,43.51116,179.11442,1,1,0.35209,51180.59767,0,44.50326,1.01837,205.75163,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84698,0,522.93349,15.55535,0,0,0,0,0,0,0,70.31488,0,0,50,0,0,0,190.57674,0,393.82791,389.15233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-05,"Standard","UniqueAccessory",4.96211,0.34298,2,75.21263,0.39246,1.37544,0.82684,0.34298,3.18035,1.19632,303.21211,0.4,305.76895,13.37772,0.31702,2.54,3,5,0.73175,16.01877,4.56053,3438.65614,1358.13246,0,1.04842,1,1,1,69.18404,7.99842,0.34298,2.90088,16.03439,3279.90193,203.84596,203.84596,20,8105.18895,0.34298,9.53561,0.34298,0.33877,24.36561,7.91018,0.67,1,5.04263,0.34298,0.34298,0.99211,1,1,1,0.34298,1,838.25404,0.99596,14.56474,1.84807,0.34298,20.70526,1,0.34298,0.71614,0.35439,2.40596,5.65965,80,1,0.34439,511.35877,0.33404,0.3207,36.20684,0.93053,68.37,0.37772,0.34298,4044.39035,5.04912,0.34298,0.36281,1.00982,0.79211,0.34298,0.34298,26.17333,446.35386,322.83667,1,0.96263,0.34298,1.46702,0.34298,61.67474,1.00246,5.86737,15.11351,3.69544,47.05825,158.41737,1,1,0.34123,50655.72228,0,43.30649,1,195.58789,0,0,0,0,0,0,0,0,458.03521,0,0,0,0,4.66684,0,528.45439,15.2114,0,0,305.72879,0,0,0,0,69.49386,0,0,55.76404,0,0,0,202.66737,0,388.53386,379.42561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,"Standard","UniqueAccessory",5.06345,0.27448,2.86103,79.94517,0.39138,1.59845,0.93517,0.41069,2.94638,1,219.18914,0.34724,295.97897,13.31534,0.28569,2,2.95241,5.24966,1.32138,14.36828,4.435,3326.94483,1452.37224,0,1.01483,1,0.94397,1,38.84052,8.23638,0.34724,3.98052,10.55948,3607.92741,197.31931,184.68431,20.02345,7770.97707,0.34724,9.04172,0.34724,0.33328,25.89638,6.4831,0.99966,1,4.09121,0.34724,0.34517,0.99638,1,1,1,0.34724,1,907.47103,0.94845,11.45672,2.89655,0.34724,21.56845,1,0.34724,0.53345,0.34724,2.35207,7.63724,81.38534,0.97776,0.81879,493.29828,0.35034,0.34724,28.44759,0.68517,62.75103,0.35655,0.345,4569.35241,5,0.34724,0.58121,1,0.6569,0.31172,0.34724,24.93138,430.46155,335.84931,1,1,0.34724,1.02241,0.345,57.21103,1.55345,1.2231,16.85534,4.36293,48.92328,162.38741,1,1,0.34724,49033.84862,0,36.7381,1,227.36672,0,0,0,0,0,0,0,0,15.02638,0,0,0,0,4.36103,0,533.12741,14.70897,0,0,216.3531,0,0,0,0,63.0181,0,0,58.99121,0,0,0,195.44948,0,380.62845,367.70552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-07,"Standard","UniqueAccessory",4.29636,0.26273,3.83945,73.96764,0.34364,1.24836,0.98218,0.39818,3,1.06164,199.31127,0.34364,290.97382,13.59891,0.34109,2.32873,2.99509,6.11582,2.24836,15.66491,4.99836,3263.00073,1425.55564,0,1.52891,1,1,1,20.55964,9.59291,0.34364,4.47782,9.44909,3583.60473,193.98255,184.26164,23.27909,7476.56655,0.34364,8.21927,0.344,0.34364,27.34982,5.89745,0.77945,1,5.34873,0.34364,0.34364,0.95745,1,1,1.00036,0.34364,1,885.16745,0.90891,13.07018,3.45164,0.34364,20.38964,1,0.30909,0.90036,0.34364,2.664,4.17564,80.10909,0.78982,0.93836,484.95636,0.39818,0.34327,31.46164,0.59782,60.16782,0.34364,0.34364,6195.56345,6.26927,0.34364,0.93218,1,0.67873,0.21909,0.43527,21.35036,390.274,286.93236,1,1,0.34364,1,0.33127,60.32418,0.89182,1.738,20.20691,4.23145,48.70364,190.99618,1,1.02345,0.34273,48204.66255,0,20.34273,1,197.53509,0,0,0,0,0,0,0,0,15.58745,0,0,0,0,3.93527,0,509.60291,12.61309,0,0,245.67982,0,0,0,0,49.64073,0,0,65.782,0,0,0,183.99982,0,387.89164,353.24927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-08,"Standard","UniqueAccessory",4.5976,0.3098,4.4566,71.388,0.3098,1.5928,1,0.311,2.9736,1.0394,217.6754,0.3098,285.2748,13.3844,0.2708,3.0848,2.8748,5.1188,2.1152,21.3074,5,3219.907,1442.0988,0,1.3236,1,1,1,16.9978,10,0.3098,3.8482,9.871,3038.6348,190.1832,179.6814,22,7136.765,0.3098,8.7054,0.3098,0.3098,29.5892,5,0.3226,1,5.841,0.3098,0.3098,0.9382,1,1,2.0898,0.3098,1,846.3094,0.8726,15.807,2.3812,0.3098,19.2974,1,0.3058,1,0.3098,4.1112,3.4928,77.4764,0.9874,0.962,476.6914,0.3026,0.3086,29.8628,0.3868,59.8996,0.3098,0.3012,6074.2178,7.3428,0.3098,0.8358,1,0.5188,0.275,0.7332,20.5592,380.3664,268.6554,1,1,0.3098,1.1056,0.2926,62.448,0.8702,1.0956,23.8782,3.5828,45.275,171.6294,1,1.0406,0.2878,47716.97,0,23.2964,1,188.9738,0,0,0,0,0,0,0,0,19.1412,0,0,0,0,4.1826,0,488.3256,15.3566,0,0,182.7086,0,0,0,0,50.3564,0,0,64.965,0,0,0,184.7798,0,371.7724,359.0758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-09,"Standard","UniqueAccessory",3.3184,0.3234,3.1998,84.844,0.3234,1.7022,1,0.3234,3.0274,1.0164,220.617,0.3234,256.9342,15.8096,0.2692,2.8994,2.0476,5.72,1.3444,20.7504,5,3446.1754,1794.9178,0,1.0308,1,1,1,14.6146,9.9882,0.3234,3.8616,10.5568,3579.5366,188.5004,167.108,25.5162,7177.3312,0.3234,9.1184,0.3256,0.3234,29.7692,5,0.3324,1,5.7078,0.3234,0.3234,0.8564,1,1,4.3698,0.3228,1,754.0016,0.747,18.614,2.5072,0.3234,17.1224,1,0.3234,0.9906,0.3234,4.3252,1.2414,77.2306,0.9454,0.9938,471.251,0.3234,0.3244,29.4574,0.3234,64.3508,0.3234,0.2518,17620.2712,9.7996,0.3234,0.7268,1,0.4968,0.2596,0.4976,23.9204,377.0008,275.2874,1,1,0.3234,1.5708,0.3234,71.1644,1,2.8934,17.177,4.2624,43.665,126.813,1,1,0.3234,0,0,26.796,1,184.8818,0,0,0,0,0,0,0,0,38.525,0,0,0,0,4.3646,0,506.0216,15.9558,0,0,114.3392,0,0,0,0,57.2298,0,0,79.1748,0,0,0,183.0786,0,376.8454,324.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-10,"Standard","UniqueAccessory",2.862,0.2772,3.226,79.081,0.3002,1.0932,0.9988,0.3018,3.0192,1,226.8928,0.3002,232.4568,18.1918,0.1528,3,1.599,5.121,3.3518,27.1386,4.36,3535.7852,1844.3706,0,1.6672,1.0002,1,1,15.3542,10,0.3002,4.8624,10.1626,3967.4046,188.9508,170.3056,28.3806,7242.846,0.3002,11.5334,0.3002,0.2902,25.0744,5.0104,0.3002,1,5.4162,0.3002,0.3002,0.7316,1,0.9842,3.6226,0.2994,1.918,684.9114,0.5946,20.6764,1.9976,0.3002,21.4538,1,0.3002,1,0.3002,4.6692,5.0404,74.2522,0.955,0.982,476.4372,0.2702,0.2992,27.5032,0.373,60,0.3002,0.146,7521.4276,109.7054,0.299,0.9372,1.3848,0.5794,0.2176,0.305,23.0398,377.9016,275.6098,1,1,0.2998,1.6066,0.2788,68.99,1,8.8238,20.1794,4.5216,40.695,174.94,1,1.0014,0.2958,0,0,25.343,1,180.619,0,0,0,0,0,0,0,0,38.6274,0,0,0,0,4.873,0,494.572,15.6058,0,0,71.2946,0,0,0,0,59.465,0,0,96.728,0,0,0,141.005,0,376.9424,295.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-11,"Standard","UniqueAccessory",3.12959,0.30388,3.02959,77.58347,0.30388,0.98694,0.9698,0.36837,3.01408,1,243.40388,0.30388,289.19041,17.35,0.15286,3.03755,1.72878,5.70837,1.31082,27.52551,1.00082,4951.81327,2126.09184,0,1.17306,1.00571,1,1,14.83531,10,0.30388,5.02551,11.47714,3916.17388,194.92204,155.69041,24.76531,7120.95531,0.30388,11.50735,0.30796,0.30388,26.80551,5.31204,0.34939,1,4.79857,0.30388,0.30388,0.49714,1,0.98204,1.93224,0.30388,2.24041,575.34653,0.5702,18.28286,1.98163,0.30388,14.55469,1,0.30388,0.99571,0.36898,4.84816,4.92898,64.56673,0.94939,0.89367,479.75184,0.28061,0.31816,29.79755,0.49224,60.28653,0.30388,0.15857,2369.2398,37.83735,0.30327,0.56837,2.01204,0.61653,0.30204,0.33143,23.35939,379.07837,284.20102,1,1,0.30388,1.54918,0.29531,69.4498,1,1.95673,22.65633,4.9898,44.91878,180.46204,1,1.06755,0.30388,0,0,31.6551,1,157.72776,0,0,0,0,0,0,0,0,34.40306,0,0,0,0,5,0,499.85735,18.62429,0,0,34.74286,0,0,0,0,50.77388,0,0,123.06469,0,0,0,115.94429,0,371.67653,337.88918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-12,"Standard","UniqueAccessory",4.003,0.2872,3.516,76.2496,0.2904,1,0.704,0.7674,3.4944,1,267.1526,0.2904,179.4538,15.8966,0.2086,3.5928,2.116,7.2172,1.5402,27.1486,1.4248,7335.379,3487.242,0,2.2694,1,1,0.876,14.7774,10.7504,0.2904,3.9328,11.176,3105.9982,192.4604,141.8402,24.8256,7148.0764,0.2904,10.2832,0.384,0.29,37.01,5.3458,0.2904,0.998,4.6008,0.2904,0.2904,0.8802,1,1,4.1518,0.2904,1.0364,521.5932,0.646,16.612,1.8484,0.2904,13.5162,1,0.2904,0.9112,0.4074,4.8074,4.8846,83.5306,0.528,1,473.617,0.2118,0.303,33.8562,0.3132,54.307,0.3214,0.274,2368.085,14.1052,0.2904,0.6546,1.9996,0.5206,0.2462,0.2904,21.6448,378.8936,284.1702,1,1,0.2904,1.4032,0.2888,63.786,1,2.654,19.9492,5.1408,47.1248,174.8364,1,1.381,0.2904,0,0,26.2134,1.0236,189.4468,0,0,0,0,0,0,0,0,43.018,0,0,0,0,4.9018,0,485.6816,19.1002,0,0,23.8036,0,0,0,0,51.6452,0,0,180.8328,0,0,0,99.436,0,377.3132,308.6774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-13,"Standard","UniqueAccessory",3.66813,0.28438,3.20313,78.39667,0.29646,1,0.34,0.30438,4,1,275.19854,0.29667,263.23854,16.08875,0.16708,6.51563,4.98917,5.01938,1.26458,28.60563,2.60396,7341.8925,4740.375,0,2.28292,1,1,0.66625,10.44083,13.02875,0.29667,3.77354,11.44833,2817.06938,189.615,162.12604,23.03563,6906.04896,0.29667,10.39563,0.35271,0.29667,31.575,5.32396,0.29667,1,5.13063,0.29667,0.29667,0.67833,1,0.99479,4.73875,0.29667,1.05813,536.60708,1,14.97333,1.49208,0.29667,15.24667,1,0.29667,0.71917,0.29667,3.8925,5,93.10792,0.8075,0.80771,566.17521,0.29646,0.29667,35.89688,0.30521,42.57313,0.30021,0.29667,2370.1875,1.95208,0.29667,0.71271,1.84813,0.67792,0.29146,0.29604,21.47854,380.75,289.525,1,0.99521,0.29667,1.52833,0.28313,71.22188,1,3.57063,19.82979,4.87167,47.52521,140.90167,1,1.115,0.29667,0,0,18.03208,0.95438,189.615,0,0,0,0,0,0,0,0,17.63313,0,0,0,0,4.715,0,507.92563,14.76,0,0,23.97521,0,0,0,0,73.77583,0,0,147.39646,0,0,0,100.98583,0,378.71229,296.05146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-14,"Standard","UniqueAccessory",4.6608,0.3076,3.6658,81.5098,0.3076,1,0.3084,0.3218,3.5956,1,266.539,0.3076,278.7572,16.0238,0.3064,6.8108,5,7.2978,1.063,27.8794,3.4848,5400.0214,4691.92,0,2.2088,1,1,0.9324,11.5464,12.5846,0.3076,2.5696,14.71,2235.6306,187.6768,154.7676,22.455,6842.2452,0.3076,9.9538,0.3078,0.3076,30.1828,5.082,0.3042,0.9824,5.113,0.3076,0.3076,0.3532,1,1,4.8972,0.3076,1.5798,510.2854,0.9852,15,1.5674,0.3076,16.782,0.9862,0.3072,0.9064,0.3076,3.9658,4.9716,91.8166,1,0.6704,563.7342,0.3076,0.3076,35.1618,0.3076,36.5322,0.3084,0.3066,2345.96,1.2734,0.3076,0.6748,1.9542,0.472,0.3076,0.2956,21.5264,405.8204,281.7152,1,1,0.3064,1.2084,0.298,67.604,1,2.191,14.2736,5.0336,43.9064,159.7778,1,3.7582,0.3076,0,0,19.3474,1,187.2276,0,0,0,0,0,0,0,0,13.3794,0,0,0,0,4.7838,0,530.1904,14.844,0,0,25.3326,0,0,0,938.24348,75.035,0,0,195.5182,0,0,0,97.3658,0,375.3536,276.1942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-15,"Standard","UniqueAccessory",4.44694,0.29939,5.12816,81.74286,0.31347,1.17571,0.30959,0.59898,2.83388,1,252.44918,0.29939,278.60245,17.28776,0.29878,6.51449,4.61531,5.32612,1.56755,26.92816,8.44755,3529.78556,4682.75,0,1.95918,1.04408,1,1,10.00327,12.37306,0.29939,1.84408,14.59714,2135.17837,187.64571,146.01571,23.28388,6896.23918,0.29939,9.81102,0.3951,0.26939,29.65531,5.20592,0.31224,1,4.89102,0.29776,0.29939,0.29939,0.99776,0.98224,4.79816,0.29939,1.64673,593.22163,0.83306,15.15306,1.60286,0.29816,16.40714,0.69408,0.29939,0.97469,0.29939,4,3.30735,103.37449,0.99429,0.47122,576.81592,0.29939,0.29939,30.71673,0.29939,48.22796,0.29939,0.29939,2192.56429,1.13,0.29939,0.75551,1.98408,0.30592,0.29939,0.29408,22.58469,422.52204,307.82551,1,1,0.29939,1.00776,0.29939,70.06633,1,4.07571,10.00898,5.06571,48.98633,172.06429,1,3.33347,0.29939,0,0,21.29755,1.04347,187.62633,0,0,0,0,0,0,0,0,25.58837,0,0,0,0,4.89939,0,492.61429,15,0,0,22.8102,0,0,0,938.22857,72.30898,0,0,281.21265,0,0,0,121.67551,0,375.29143,278.69633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-16,"Standard","UniqueAccessory",4.9198,0.33102,5.28122,85.93469,0.5951,1.73776,0.41327,0.44633,4.10327,1,262.57918,0.33102,241.89163,7.97367,0.33102,6.58429,2.80408,5.33306,4.9998,25.17306,9.47367,3453.58787,0,0,1.07776,1,1,1,8.83122,12.39122,0.33102,2.55551,14.83878,1802.92755,186.69347,143.87143,27.49265,6933.89939,0.33102,10,0.63673,0.33,25.25327,5,0.33102,1.00041,3.52857,0.33,0.33102,0.40735,1,1,2.74633,0.33143,2,525.55837,0.59612,15,1.16061,0.32755,14.73612,0.96694,0.33102,0.98592,0.33102,4,2.12327,101.17673,1,0.84,543.0951,0.33102,0.47061,33.9551,0.46449,52.36816,0.33102,0.33102,1866.93469,1.26878,0.33102,0.98694,1.81755,0.36776,0.33082,0.33102,22.80204,420.0598,316.92224,1,1,0.33102,1,0.33102,57.54653,1,3.49796,11.33959,5,46.42551,144.68,1,2.72122,0.33102,0,0,20.24449,1.32306,182.30347,0,0,0,0,0,0,0,0,39.60571,0,0,0,0,4.75878,0,475.76735,15,0,0,17.67429,0,0,0,933.46735,75.05429,0,0,284.77,0,0,0,128.11796,0,372.89939,273.65347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-17,"Standard","UniqueAccessory",5.043,0.292,4.335,86.9682,0.6314,1.6812,0.844,0.4818,4.1226,1,262.1992,0.292,233.3618,6.94,0.292,7.1864,2.7992,5.3758,2.5166,23.9564,6.2776,3413.7206,1866.83673,55933.92857,1.1778,1.0722,1,1,8.558,11.4906,0.292,2,15.038,1772.2784,186.69,150.945,32.5608,6931.5502,0.292,10,0.3408,0.292,25.5832,5,0.294,1,5.9746,0.292,0.292,0.6554,1,0.9898,3.3438,0.292,2,625.248,0.695,10.8708,1.0726,0.292,14.6762,0.9994,0.292,0.999,0.292,3.9898,2.591,94.971,0.9,0.9926,532.0448,0.3346,0.292,36.3788,0.7038,62.0196,0.292,0.292,1866.9,1.5096,0.292,1,1.1496,0.6894,0.1984,0.292,25.1458,434.9586,348.9046,1,1,0.292,1,0.2918,55.2336,1,3.4464,14.8518,4.732,39.74,167.624,1,2.7866,0.292,0,0,29.7222,1,168.046,0,0,0,0,0,0,0,0,18.2882,0,0,0,0,5.5978,0,466.725,15,0,0,19.4994,0,0,0,933.45,76.332,0,0,228.9118,0,0,0,129.9936,0,376.6446,290.8652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-08-18,"Standard","UniqueAccessory",6.29021,0.27792,5.41438,92.69042,0.52917,1.59458,0.51083,0.47417,4.11438,1,266.38979,0.29625,211.70354,6.76417,0.29625,7.10604,2.79063,6.04521,1.76167,29.15958,5.33271,3315.61583,1854.10417,55623.125,1.22708,1,1,1,8.5075,10.43292,0.29625,2.03208,15.4325,1680.45646,185.41042,165.51771,23.61417,6792.48083,0.29625,8.92229,0.32333,0.29625,19.01833,5,0.33646,1.22438,7.32188,0.29625,0.29625,0.61063,1,1,3.36313,0.29625,2,652.34208,0.78708,9.70625,1.01021,0.29625,17.18688,1,0.29625,1.04167,0.29625,3.43521,5,95.32583,0.91771,0.99708,553.11542,0.36854,0.29625,32.02938,0.74667,55.1225,0.29625,0.29438,1854.10417,1.10208,0.29625,0.73396,1,0.99521,0.29458,0.29625,30.22021,461.60792,363.40646,1,1,0.29625,1,0.28188,54.45625,1,2.16604,13.97833,4.98167,37.94813,175.07625,1,5.86313,0.29625,0,0,21.83146,0.74542,178.57271,0,0,0,0,0,0,0,0,12.59958,0,0,0,0,6.50313,0,465.94938,15,0,0,20.35708,0,0,0,927.05208,91.56188,0,0,232.56813,0,0,0,139.19875,0,406.11708,326.19958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
