"Date","League","Type","Abberath.s.Horn","Advancing.Fortress","Agnerod.East","Agnerod.North","Agnerod.South","Agnerod.West","Al.Dhih","Allure","Amplification.Rod","Apep.s.Rage","Ashcaller","Atziri.s.Disfavour","Aurumvorax","Axiom.Perpetuum","Bino.s.Kitchen.Knife","Bitterdream","Bloodplay","Bloodseeker","Brain.Rattler","Breath.of.the.Council","Brightbeak","Brutus..Lead.Sprinkler","Callinellus.Malleus","Cameria.s.Maul","Chin.Sol","Chitus..Needle","Chober.Chaber","Clayshaper","Cospri.s.Malice","Cybil.s.Paw","Daresso.s.Passion","Darkscorn","Death.s.Hand","Death.s.Harp","Death.s.Opus","Divinarius","Doomfletch","Doomfletch.s.Prism","Doomsower","Doon.Cuebiyari","Doryani.s.Catalyst","Dreadarc","Dreamfeather","Dyadus","Dying.Breath","Eclipse.Solaris","Edge.of.Madness","Ephemeral.Edge","Essentia.Sanguis","Femurs.of.the.Saints","Fencoil","Fidelitas..Spike","Flesh.Eater","Frostbreath","Geofri.s.Baptism","Gorebreaker","Goredrill","Heartbreaker","Hegemony.s.Era","Hezmana.s.Bloodlust","Hiltless","Hrimnor.s.Dirge","Hrimnor.s.Hymn","Hyaon.s.Fury","Ichimonji","Infractem","Innsbury.Edge","Iron.Commander","Izaro.s.Dilemma","Jack..the.Axe","Jorrhast.s.Blacksteel","Kaom.s.Primacy","Kingmaker","Kondo.s.Pride","Kongor.s.Undying.Rage","Lakishu.s.Blade","Last.Resort","Lavianga.s.Wisdom","Lifesprig","Limbsplit","Lioneye.s.Glare","Mark.of.the.Doubting.Knight","Marohi.Erqi","Midnight.Bargain","Mightflay","Mj√.lner","Mon.tregul.s.Grasp","Moonbender.s.Wing","Moonsorrow","Mortem.Morsu","Null.s.Inclination","Nuro.s.Harp","Nycta.s.Lantern","Obliteration","Ornament.of.the.East","Oro.s.Sacrifice","Pillar.of.the.Caged.God","Piscator.s.Vigil","Pledge.of.Hands","Prismatic.Eclipse","Quecholli","Queen.s.Decree","Queen.s.Escape","Quill.Rain","Razor.of.the.Seventh.Sun","Reach.of.the.Council","Realm.Ender","Realmshaper","Reaper.s.Pursuit","Rebuke.of.the.Vaal","Redbeak","Relentless.Fury","Reverberation.Rod","Rigwald.s.Charge","Rigwald.s.Command","Rigwald.s.Savagery","Rive","Roth.s.Reach","Scaeva","Shiversting","Silverbough","Silverbranch","Singularity","Sire.of.Shards","Slivertongue","Soul.Taker","Spine.of.the.First.Claimant","Starforge","Storm.Cloud","Storm.Prison","Taryn.s.Shiver","Terminus.Est","The.Blood.Reaper","The.Blood.Thorn","The.Cauteriser","The.Consuming.Dark","The.Dancing.Dervish","The.Dark.Seer","The.Goddess.Bound","The.Goddess.Scorned","The.Goddess.Unleashed","The.Gryphon","The.Harvest","The.Princess","The.Scourge","The.Screaming.Eagle","The.Searing.Touch","The.Stormheart","The.Supreme.Truth","The.Tempest","The.Tempestuous.Steel","The.Whispering.Ice","Tipua.Kaikohuru","Touch.of.Anguish","Tremor.Rod","Trypanon","Twyzel","Ungil.s.Gauche","Varunastra","Void.Battery","Voidhome","Voltaxic.Rift","Wideswing","Widowmaker","Wildslash","Windripper","Wings.of.Entropy","Xirgil.s.Crank","Ahn.s.Might","Arakaali.s.Fang","Arborix","Augyre","Balefire","Beltimber.Blade","Cameria.s.Avarice","Cane.of.Unravelling","Cerberus.Limb","Chaber.Cairn","Corona.Solaris","Debeon.s.Dirge","Disintegrator","Dreadbeak","Dreadsurge","Duskdawn","Earendel.s.Embrace","Ewar.s.Mirage","Fate.of.the.Vaal","Geofri.s.Devotion","Grelwood.Shank","Hand.of.Thought.and.Motion","Hand.of.Wisdom.and.Action","Hopeshredder","Kitava.s.Feast","Martyr.of.Innocence","Mirebough","Nebuloch","Ngamahu.s.Flame","Oni.Goroshi","Panquetzaliztli","Sanguine.Gambol","Severed.in.Sleep","Shade.of.Solaris","Shimmeron","Sinvicta.s.Mettle","Soulwrest","Story.of.the.Vaal","Taproot","The.Dancing.Duo","The.Enmity.Divine","The.Grey.Spire","The.Poet.s.Pen","The.Rippling.Thoughts","The.Stormwall","The.Wasp.Nest","Tidebreaker","Tulborn","Tulfall","United.in.Dream","Uul.Netol.s.Embrace","Uul.Netol.s.Kiss","Voidforge","Vulconus","White.Wind","Xoph.s.Inception","Xoph.s.Nurture","Paradoxica","The.Crimson.Storm","Sign.of.the.Sin.Eater","Cold.Iron.Point","Nebulis","The.Black.Cane","The.Saviour","NA."
2017-06-01,"Standard","UniqueWeapon",0.45845,0.47638,12.21707,13.75138,12.27052,15.62672,0.15638,0.47638,3.64466,1,0.43569,428.17517,0.47638,0.41966,4.97414,0.40586,0.3281,1,2,26.12155,1,214.08759,0.48638,0.47638,1,0.48603,0.23414,1,85.05362,0.39983,0.47638,0.47259,1,0.99448,66.77879,2.7819,0.47638,11.37448,0.47638,12.85086,15.12155,0.36034,1.98983,0.53345,1,0.47586,1.75207,1,1.20052,0.47276,0.32103,0.47638,0.415,0.38103,0.41207,0.29638,0.38362,0.47638,10,0.99931,0.45241,1.59155,0.335,0.78707,1,0.47638,0.99845,0.47638,0.9731,1.08362,59.68586,0.47638,28.16586,0.47103,1.12069,0.44397,0.33431,0.40569,0.67276,0.43741,0.50224,0.47638,0.51828,2.91672,0.48155,29.6769,0.47741,0.38362,0.45655,0.58276,0.47638,0.47638,0.47638,0.47638,0.47345,0.95621,0.45121,0.49707,1.64052,0.47638,0.47638,0.47397,11.42948,0.97017,5,134.72155,3.02759,0.41948,0.84121,0.39086,0.47638,0.45241,0.47569,0.46379,702.96276,722.39828,1,0.45931,0.90293,0.39621,3.05259,0.39293,1,0.78569,5.15241,32.95017,0.39052,214.08759,0.47638,0.39241,0.67517,1,0.47638,0.42638,14,4.77655,0.47638,0.99138,0.82966,23.92776,160.56534,16.48276,22.26569,0.38569,22.3381,0.47034,14.91241,0.47638,1,9.68155,0.99897,0.47638,0,21.78776,0.44569,12.07276,0.33638,0.47569,204.13655,320.90069,0.42759,3.40017,0.47569,0.45862,0.39914,20.96121,0.46793,4.49052,0,61.86707,0,0,0,0,0,0,0,0,0,0,0,0,0,1284.52552,0,0.4669,0,0,0,18.54759,57.35724,0,80.98638,106.67103,0,0,14.54052,0,0,0,214.08759,56.55914,0,0,0,0,0,0,0,0,0,0,0,0,78.92121,4.63121,5.35966,830.52397,51.40638,5.59879,0,0,0,1.10138,535.21897,0,0,0,0,0,0,0,0
2017-06-02,"Standard","UniqueWeapon",0.4922,0.4922,11.99729,13.28695,12.53695,14.70763,0.14864,0.4922,5.87695,1,0.44068,423.11017,0.47661,0.47017,4.59746,0.39932,0.38441,1,2,24.61898,0.99051,211.69424,0.4922,0.4922,1,0.51119,0.24237,0.98881,89.08881,0.39373,0.4822,0.4922,1.02169,0.98203,67.95763,2.02847,0.4922,11.85424,0.4922,14.17559,19.1578,0.2122,1.50864,0.55356,1,0.48864,1.03475,1,1.06712,0.4922,0.24864,0.49153,0.49136,0.43169,0.48271,0.22,0.39271,0.4922,9.42729,0.99373,0.56051,1.75169,0.36373,0.77525,0.99966,0.4922,0.99966,0.4922,0.94915,1.28729,67.40288,0.4922,27.54305,0.48542,1,0.47712,0.29492,0.39373,0.59814,0.4922,0.61542,0.49203,0.79441,1.95932,0.49525,26.96424,0.54119,0.39271,0.46949,0.49864,0.4922,0.4922,0.48712,0.50695,0.4922,0.99559,0.36102,0.91356,1,0.46305,0.4922,0.42763,11.0639,0.96271,5,158.92695,3,0.48763,0.64508,0.42441,0.47746,0.4,0.48458,0.41593,639.64831,585.99203,1,0.42085,0.81271,0.34237,3.11593,0.3978,1,0.91542,4.93475,30.86508,0.41271,212.07085,0.4922,0.37068,0.89814,1,0.4922,0.44949,13.60254,5.01763,0.4922,1,0.9739,23.08119,167.35,12.81237,19.87983,0.39932,20.36424,0.4922,11.59136,0.4922,1.57356,10,1,0.4922,0,23.28153,0.4922,7.65542,0.37017,0.40373,203.90068,315.60153,0.3839,1.35441,0.4922,0.4661,0.34814,18.56237,0.49102,4.49593,0,58.49763,0,0,0,0,0,0,0,0,0,0,0,0,0,1283.865,0,0.4922,0,0,0,19.09475,47.71712,0,88.89983,105.84712,0,0,14.28542,0,0,0,211.69424,55.17203,0,0,0,0,0,0,0,0,0,0,0,0,73.08898,4.11186,6.56847,827.37831,71.76492,5.80678,0,0,0,1.35034,529.23559,0,0,0,0,0,0,0,0
2017-06-03,"Standard","UniqueWeapon",0.47102,0.48068,11.79932,10.86695,12.76881,14.96559,0.17102,0.48407,6.34525,1,0.48119,409.02644,0.40051,0.47593,3.86542,0.27237,0.39593,0.99932,2,25.58373,0.88356,204.88169,0.48407,0.48407,1,0.60017,0.21661,0.9739,90.62424,0.38136,0.44712,0.48407,1.28339,0.92492,65.14949,2.4439,0.48407,14.79186,0.48407,11.48407,21.77424,0.30017,1.3778,0.57407,1,0.4839,2.5,0.97831,1,0.48407,0.23847,0.46305,0.35237,0.45949,0.48373,0.2222,0.41203,0.48407,6.84983,0.99169,0.98407,1.77136,0.41373,0.78475,1,0.48407,0.99508,0.48407,0.90153,1.07017,85.97169,0.48407,23.87492,0.48407,1,0.48305,0.3122,0.35729,0.52085,0.48407,0.55797,0.48407,0.98525,1.32559,0.48407,29.32322,0.7061,0.39932,0.48407,0.50407,0.48407,0.48407,0.47797,0.48407,0.48407,0.91864,0.24915,0.9939,1,0.40424,0.48407,0.45373,11.8361,0.76644,4.68644,161.01017,3,0.47458,0.48407,0.48305,0.45,0.26763,0.4622,0.39593,640.33542,629.14203,1,0.38797,0.52627,0.22237,3.13237,0.48407,1,0.57525,5,29.36814,0.45746,205.61881,0.47051,0.26966,0.99136,1.0239,0.48407,0.44085,13.63085,6.32983,0.48407,1.11068,0.88542,20.04847,163.58068,11.15102,19.86237,0.47661,18.78525,0.47729,10.37,0.48407,2.65136,9.33881,1,0.75898,0,22.39068,0.48407,7.67881,0.43864,0.33678,159.57966,275.55932,0.21814,1.59831,0.46254,0.44441,0.38949,25.16085,0.48407,4.94356,0,66.73,0,0,0,0,0,0,0,0,0,0,0,0,0,309.52655,0,0.48407,0,0,0,19.08525,49.74746,0,82.09034,102.46339,0,0,14.16254,0,0,0,199.73559,47.2761,0,0,0,0,0,0,0,0,0,0,0,0,67.34864,3.46729,7.8761,795.39983,53.50305,6.68847,0,0,0,1.34458,512.20424,0,0,0,0,0,0,0,0
2017-06-04,"Standard","UniqueWeapon",0.44627,0.47814,11.61254,10.65,12.90271,13.71814,0.16864,0.47068,4.46492,1,0.47186,385.75729,0.41949,0.47441,3.62508,0.29271,0.35678,1,2,27.23797,0.77271,187.81542,0.47881,0.47881,1,0.47881,0.34237,0.99983,87.30763,0.37678,0.46898,0.46593,1,0.89627,58.56339,2.58763,0.47881,20.34441,0.47881,8.66695,20.7939,0.40051,1.89864,0.64678,1,0.47881,2.03797,0.87814,1,0.47881,0.20475,0.46695,0.26847,0.46831,0.38983,0.32729,0.40169,0.4678,7.45102,1,1,1.67356,0.46203,0.48068,1,0.47881,0.60915,0.47881,0.47559,1.04119,84.28475,0.47881,23.29424,0.4622,1.16068,0.47881,0.18356,0.27559,0.60339,0.47102,0.54424,0.45136,0.98186,2.50746,0.53153,30.60068,0.49915,0.42441,0.47695,0.47983,0.47881,0.47881,0.45712,0.47881,0.47881,0.90864,0.19881,0.96797,1,0.41898,0.47881,0.47881,10.2061,0.47881,3.76678,174.49458,3.23847,0.39729,0.46746,0.47881,0.44068,0.45322,0.42627,0.33864,572.47898,616.65424,1,0.35356,0.47881,0.35627,4.19085,0.45525,1,0.79542,4.91034,27.52475,0.4578,212.42847,0.47881,0.39932,1,1.13153,0.47881,0.42034,12.30525,6.29322,0.47881,1.78678,0.83136,20.24068,158.98644,15.36356,19.91542,0.40271,22.47627,0.47847,6.71729,0.46864,4.11322,9.17424,1,0.47881,0,21.72153,0.44915,6.90542,0.38712,0.42915,158.97678,312.99254,0.18525,2.66644,0.41119,0.46814,0.39763,34.45949,0.44593,2.68864,0,75.10949,0,0,0,0,0,0,0,0,0,0,0,0,0,319.83783,0,0.47881,0,0,0,17.79017,62.23136,0,76.38339,100.29814,0,0,12.17559,0,0,0,203.41068,42.54458,0,0,0,0,0,0,0,0,0,0,0,0,63.20017,2,7.29746,825.10678,40.79186,8.06542,0,0,0,0.98966,531.07119,0,0,0,0,0,0,0,0
2017-06-05,"Standard","UniqueWeapon",0.33672,0.49517,10.66483,11.08655,12.74845,14.7819,0.16741,0.48966,4.72017,1,0.47655,374.25034,0.49517,0.47121,2.94017,0.16224,0.21069,1,2,25.81138,0.50207,195.21759,0.49517,0.47672,1,0.50207,0.37724,1,87.30621,0.2431,0.49517,0.49121,1.12448,0.8631,61.48672,3.01741,0.49328,20.21,0.49517,8.19397,20.92483,0.22672,2.71621,0.4431,1,0.43759,1.88466,0.85672,1,0.49517,0.17741,0.47155,0.11345,0.49466,0.25328,0.35086,0.35241,0.42983,7.71552,1,0.99103,1,0.30052,0.55569,1,0.49517,0.67483,0.49517,0.53845,1,89.0569,0.50828,22.55431,0.46552,1.7231,0.46517,0.17069,0.23172,0.58638,0.49517,0.49517,0.48155,0.91414,3,1,31.68379,0.49517,0.49224,0.49517,0.53724,0.49517,0.49517,0.41017,0.49517,0.49517,0.73845,0.20293,0.8531,1,0.41034,0.49517,0.49517,9.64966,0.49517,3.26069,173.80241,4,0.40172,0.46517,0.49517,0.38241,0.47759,0.43931,0.30845,506.76207,629.52483,0.99828,0.27534,0.49517,0.44552,6.11897,0.41534,1,0.9331,4.54466,27.60448,0.4969,238.8469,0.49517,0.40552,1,2.13155,0.49517,0.46586,11.25517,6.19069,0.49517,1.78983,0.625,21.14,167.97707,9.37448,20.14259,0.33793,24.59931,0.47638,0.79569,0.4481,4.18293,10.10724,1,0.49517,0,19.39052,0.49138,7.38483,0.36948,0.45293,161.50431,319.15379,0.17638,2.76621,0.45397,0.46414,0.34362,34.73793,0.40172,3.23397,0,93.35793,0,0,0,0,0,0,0,0,0,0,0,0,0,321.0931,0,0.49517,0,0,0,13.81569,57.51759,0,72.37276,99.71897,0,0,9.05534,0,0,0,271.71586,40.82552,0,0,0,0,0,0,0,0,0,0,0,0,52.10724,2,7.87483,850.35983,43.18793,10.48,0,0,0,0.89155,532.3469,0,0,0,0,0,0,0,0
2017-06-06,"Standard","UniqueWeapon",0.36593,0.46898,11.89203,11.56661,11.21,14.10492,0.18339,0.4622,4.54847,1,0.45831,401.12644,0.46898,0.43068,2.30508,0.14932,0.17373,0.9861,2.00407,27.22644,0.46949,193.36,0.46898,0.45949,1,0.59,0.4239,0.99153,88.76508,0.22136,0.46898,0.46898,1.12271,0.86644,64.48881,2.40305,0.46644,18.32712,0.46898,8.79797,23.02678,0.18932,2.82186,0.46576,1,0.32254,1.99847,1,1,0.46169,0.11322,0.46898,0.12678,0.4639,0.36254,0.38814,0.41034,0.4661,8.12508,0.99593,0.98407,1.08576,0.24576,0.46898,1,0.46898,0.61102,0.46898,0.48559,1,88.41051,0.46898,39.73322,0.46254,2.16525,0.38458,0.25407,0.24661,0.47186,0.46898,0.46898,0.46864,0.46898,2.90576,0.88203,26.78797,0.46898,0.46898,0.46763,0.47102,0.46898,0.46898,0.45559,0.46898,0.46898,0.51119,0.37051,1,1,0.44492,0.46898,0.45763,9.72644,0.46898,2.79508,207.15153,4,0.40525,0.46169,0.46898,0.38847,0.46898,0.45085,0.35864,597.53644,801.0839,0.98695,0.38678,0.47237,0.26746,4.64102,0.46542,1,0.95712,4.87712,28.54576,0.52814,251.51831,0.46898,0.41966,1,1.83254,0.45797,0.4678,11.01847,5.95305,0.46898,1.15254,0.47983,18,164.53271,3.86949,20.6839,0.44186,24.3161,0.46898,0.79559,0.43729,5,6.12678,1,0.46898,0,15.7461,0.46814,8.97492,0.27322,0.46136,161.17797,317.05153,0.34356,3.42729,0.46898,0.46153,0.25237,36.21797,0.41051,2.97254,0,72.1722,0,0,0,0,0,0,0,0,0,0,0,0,0,322.35559,0,0.46898,0,0,0,11.54322,49.38847,0,62.85797,103.61831,0,0,10.55661,0,0,0,313.56763,44.35203,0,0,0,0,0,0,0,0,0,0,0,0,54.12407,2.22424,15.02627,834.07729,39.69407,10.48,0,0,0,2.44695,498.66881,0,0,0,0,0,0,0,0
2017-06-07,"Standard","UniqueWeapon",0.38559,0.46915,11.78068,10.4278,10.65051,14.58576,0.31034,0.46915,4.28763,0.99051,0.46441,378.73932,0.46678,0.46847,2,0.17458,0.27695,0.97051,2.34119,34.24373,0.71949,181.12034,0.46915,0.46915,0.99729,0.65102,0.45864,0.99763,80.79932,0.33085,0.46288,0.46915,1.72424,0.81153,58.7678,1.48542,0.46915,20.13237,0.46915,8.88508,20.72525,0.18627,3.04949,0.46915,0.85559,0.25339,2.03847,1,1,0.41034,0.19186,0.46915,0.31458,0.46661,0.34034,0.43288,0.41441,0.46593,8.53593,0.98424,1,1.21373,0.38237,0.46915,1,0.46119,0.46915,0.45288,0.60915,1,62.84661,0.46322,71.40814,0.46915,3.46203,0.38831,0.43627,0.32695,0.47864,0.46915,0.46915,0.46915,0.46915,3.01695,0.60814,30.98373,0.46915,0.46915,0.44051,0.46915,0.46915,0.46915,0.44339,0.46915,0.46915,0.47203,0.37932,1.01153,1,0.46576,0.46915,0.44186,9.07814,0.46915,2.52746,164.97525,4,0.40983,0.4661,0.38322,0.45102,0.46915,0.44983,0.46593,705.4522,711.72186,0.99424,0.46898,0.46915,0.18898,3.4522,0.46847,1,0.94136,4.98695,28.55847,0.62322,214.94441,0.46915,0.41203,1,1.00712,0.46915,0.45305,10.42407,5.14237,0.46915,1,0.47593,17.51831,158.01898,3.99797,21.47763,0.46712,24.32864,0.46475,0.98119,0.46915,4.17915,8.22102,1,0.46915,0,17.38983,0.46915,7.91373,0.39695,0.46915,162.30932,313.87881,0.46,2.96661,0.46915,0.40492,0.41068,38.46593,0.43898,2.4639,0,70.4478,0,0,0,0,0,0,0,0,0,0,0,0,0,1298.49509,0,0.45695,0,0,0,14.97153,48.48407,0,57.56254,108.2061,0,0,14.22898,0,0,0,295.5278,46.6761,0,0,0,0,0,0,0,0,0,0,0,0,54.00136,2.43966,16.76729,827.72627,40,17.69966,0,0,0,2.20983,500.40966,0,0,0,0,0,0,0,0
2017-06-08,"Standard","UniqueWeapon",0.42136,0.46,11.30136,11.87966,8.87475,13.85441,0.34949,0.46,4.1161,0.94797,0.43186,369.43983,0.45102,0.46,2.38797,0.13542,0.44729,0.97119,2.26153,37.07576,0.80983,321.76542,0.46,0.46,1,0.46,0.46,0.70932,86.58051,0.40339,0.45153,0.46,1.93322,0.46644,49.96932,2.66322,0.46,18.44254,0.46,7.51441,20.26644,0.22949,3,0.46,0.55051,0.40729,2.03051,0.97678,1,0.39186,0.22169,0.46,0.44763,0.46,0.24034,0.44169,0.41763,0.46,8.98475,0.91305,1,0.90966,0.43322,0.54475,0.99847,0.45949,0.46,0.4478,0.9522,1,59.29339,0.46,56.39797,0.46,4.87305,0.45915,0.37508,0.39271,0.46,0.46,0.45814,0.46,0.46,2.33271,0.85542,29.58881,0.47339,0.46,0.45136,0.46,0.46,0.46,0.42441,0.46,0.46,0.53627,0.29169,1.32627,1.08119,0.42186,0.46,0.46,9.45542,0.46,2.93237,186.81763,3.60983,0.41441,0.46,0.19932,0.44373,0.46,0.46,0.46,715.24966,765.09644,0.98932,0.44864,0.46,0.29542,3.33441,0.45831,1,0.94881,5.04051,30.0361,0.72407,206.24593,0.43898,0.42322,0.98898,1.40983,0.45983,0.45068,10.29881,5.12475,0.46,1,0.47153,18.02475,143.25559,4.37339,29.15017,0.46,24.37746,0.45017,1,0.46,3.34085,10,1,0.46441,0,14.75254,0.46,6.39949,0.45356,0.46,148.23644,324.51847,0.45915,2.99525,0.46,0.39136,0.41441,29.4422,0.4561,2.41847,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1304.43667,0,0.42136,0,0,0,13.54542,54.82458,0,65.96831,108.42119,0,0,18.72847,0,0,0,256.0739,43.50153,0,0,0,0,0,0,0,0,0,0,0,0,57.09305,1.16475,14.52831,820.86915,35.90814,31.95898,0,0,0,0.95034,559.54186,0,0,0,0,0,0,0,0
2017-06-09,"Standard","UniqueWeapon",0.38068,0.48847,11.74712,12.36831,10.13356,14.63305,0.24475,0.49254,4.10678,0.9939,0.23186,384.60983,0.49254,0.49254,2.78475,0.14949,0.43475,0.89508,2.74797,24.31169,0.83,302.6422,0.53271,0.49254,1,0.49254,0.49254,1,88.9278,0.37525,0.38102,0.49254,1.08797,0.58593,51.27695,2.89458,0.48847,15.37288,0.49254,9.29339,19.13508,0.25407,3.09763,0.51966,0.76254,0.42102,2.25661,0.95712,1,0.33814,0.18559,0.49254,0.45763,0.49237,0.32763,0.4722,0.44153,0.49254,8.84475,0.81356,0.99712,0.94678,0.45898,0.68305,1,0.49254,0.58356,0.49254,0.96576,1.04102,55.49186,0.49254,37.46373,0.49254,5.73746,0.4522,0.29661,0.41136,0.74119,0.48983,0.48407,0.49254,0.4922,1.04254,0.99864,30.19525,0.49254,0.49254,0.42085,0.49254,0.48661,0.49254,0.49254,0.49254,0.4922,0.5178,0.26254,1.86966,1.47627,0.41136,0.49254,0.4439,14.93017,0.49254,3,199.01475,3.24441,0.41136,0.49254,0.22542,0.48458,0.49254,0.47458,0.48814,754.00322,822.90373,0.97407,0.42678,0.49254,0.3661,2.99492,0.49068,1.03593,0.99915,5.39169,21.1839,0.54458,205.94271,0.43576,0.41288,1,2.1261,0.44898,0.47051,10.19492,5.13339,0.43542,1,0.73559,19.66339,145.30136,5.23441,30.19983,0.46797,25.33763,0.49254,1,0.47186,3.58153,10,1,0.51542,0,15.39949,0.49254,6.88864,0.49169,0.49254,155.74831,320.43898,0.39729,3,0.48576,0.40508,0.39559,36.64458,0.49254,2.69424,0,48.37729,0,0,0,0,0,0,0,0,0,0,0,0,0,1164.27017,0,0.46593,0,0,0,15,56.54119,0,63.90017,107.71475,0,0,19.42136,0,0,0,272.55237,40.57492,0,0,0,0,0,0,0,0,0,0,0,0,69.64441,1.23068,13.85983,859.60034,36.24203,35.02,0,0,0,0.99288,559.89797,0,0,0,0,0,0,0,0
2017-06-10,"Standard","UniqueWeapon",0.52717,0.50435,11.84348,12.40304,11.4537,14.80457,0.50804,0.57935,4.00957,0.74261,0.44543,373.12109,0.53326,0.53326,4.96739,0.10804,0.52413,0.98913,2.99913,15.79783,0.87826,223.67304,0.54957,0.52478,1,0.62283,0.53326,1,91.23391,0.29913,0.34,0.53326,1,0.96826,52.38152,2.76957,0.51326,16.03413,0.53717,9.96457,19.7363,0.47304,2.33804,0.5287,0.73783,0.45348,1.935,0.98,1,0.37152,0.36717,0.53326,0.42739,0.53152,0.22478,0.41978,0.33391,0.53326,9.02304,0.65217,0.9887,0.98804,0.53174,0.99587,1,0.53326,0.98848,0.53261,1.17087,1.02978,77.78522,0.53326,59.60739,0.53326,6.025,0.44848,0.49326,0.42283,0.98565,0.53217,0.56522,0.53043,0.53326,1.38261,1,30.07826,0.54609,0.53326,0.4663,0.62761,0.53326,0.53283,0.52217,0.53326,0.53326,0.58261,0.20239,1.25478,1.475,0.45217,0.53326,0.47261,15.17261,0.53326,3.40283,176.4437,3.4,0.43217,0.62717,0.34543,0.50217,0.49935,0.46935,0.37696,738.94696,740.81978,0.98848,0.44957,0.53587,0.40413,2.77674,0.53174,1.06674,0.94217,5.42261,25.39826,0.53261,221.505,0.50522,0.40739,1,1.09522,0.41739,0.43848,9.98304,5.13217,0.42848,1,0.9937,19.8337,226.77696,5.04239,26.80935,0.48957,24.93587,0.53326,1,0.42739,3.13565,10,0.98652,0.53087,0,18.39848,0.53261,7.49652,0.53283,0.53065,135.87217,318.73065,0.40674,2.53978,0.40913,0.31217,0.40565,45.57848,0.50717,3.09891,0,50.13196,0,0,0,0,0,0,0,0,0,0,0,0,0,1085.94978,0,0.52957,0,0,0,14.90174,70.67391,0,63.44283,107.07717,0,0,16.3913,0,0,0,245.97609,43.045,0,0,0,0,0,0,0,0,0,0,0,0,69.59739,1.12326,11.60478,826.12761,38.55435,36.97478,0,0,0,0.86913,553.40761,0,0,0,0,0,0,0,0
2017-06-11,"Standard","UniqueWeapon",0.4665,0.46825,12.564,12.25475,12.41075,14.92275,0.46825,0.84875,2.3485,0.985,0.46825,363.52125,0.46825,0.46825,4.439,0.09,0.46825,0.986,2.26625,15.19825,0.525,204.00575,0.6715,0.46775,1,0.8115,0.46375,1,88.2985,0.467,0.426,0.46825,1.05025,0.5655,56.0195,1.99825,0.46275,16.3385,0.545,10,19.2,0.42625,1.03275,0.46825,0.598,0.46825,1.9365,0.996,1,0.411,0.20225,0.46825,0.46825,0.46475,0.4415,0.43825,0.2215,0.46825,9.8955,0.82675,0.95925,1,0.43075,1,1,0.46825,0.61475,0.46825,1.27,1.21775,243.89775,0.46825,63.38875,0.46825,5.66925,0.451,0.3295,0.41625,0.741,0.46175,0.90825,0.43025,0.46825,1.86525,1,33.6895,0.55375,0.46825,0.26025,0.58425,0.51375,0.45325,0.414,0.795,0.46825,0.875,0.26275,1.08925,1,0.4665,0.46825,0.4505,17.49575,0.4765,4.385,171.31575,1.1385,0.31325,0.488,0.382,0.3875,0.41175,0.4325,0.349,693.2225,679.61925,1.2535,0.46175,0.46825,0.43775,2.66575,0.46675,1.0485,0.71875,5.17025,31.8915,0.46825,263.793,0.38475,0.42425,0.97,1,0.43775,0.27925,9.62725,6.3185,0.417,1,0.997,20.53675,279.1385,5.38925,21.38,0.411,24.33025,0.62925,1,0.42775,2,10.18875,0.918,0.46825,0,20.6675,0.464,8.18175,0.44025,0.46825,156.6935,304.08275,0.4555,2.769,0.3555,0.3865,0.4,45.77725,0.46275,3.5855,0,47.48675,0,0,0,0,0,0,0,0,0,0,0,0,0,1065.509,0,0.43875,0,0,0,15,68.31,0,69.42925,106.4,0,0,17.21125,0,0,0,240.00975,46.22075,0,0,0,0,0,0,0,0,0,0,0,0,67.0315,1.6465,6.88175,749.19825,38.17675,20.241,0,0,0,0.87575,550.1695,0,0,0,0,0,0,0,0
